PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36542452","Disorganization of Semantic Brain Networks in Schizophrenia Revealed by fMRI","Matsumoto Y, Nishida S, Hayashi R, Son S, Murakami A, Yoshikawa N, Ito H, Oishi N, Masuda N, Murai T, Friston K, Nishimoto S, Takahashi H.","Schizophr Bull. 2023 Mar 15;49(2):498-506. doi: 10.1093/schbul/sbac157.","Matsumoto Y","Schizophr Bull","2023","2022/12/21","PMC10016409","","10.1093/schbul/sbac157"
"36506797","A functional neuroimaging dataset acquired during naturalistic movie watching and narrated recall of a series of short cinematic films","Lee H, Chen J, Hasson U.","Data Brief. 2022 Nov 29;46:108788. doi: 10.1016/j.dib.2022.108788. eCollection 2023 Feb.","Lee H","Data Brief","2022","2022/12/12","PMC9727629","","10.1016/j.dib.2022.108788"
"36426793","Habitual night waking associates with dynamics of waking cortical theta power in infancy","Gossé LK, Wiesemann F, Elwell CE, Jones EJH.","Dev Psychobiol. 2022 Dec;64(8):e22344. doi: 10.1002/dev.22344.","Gossé LK","Dev Psychobiol","2022","2022/11/25","PMC9828365","","10.1002/dev.22344"
"36326213","Intracranial human recordings reveal association between neural activity and perceived intensity for the pain of others in the insula","Soyman E, Bruls R, Ioumpa K, Müller-Pinzler L, Gallo S, Qin C, van Straaten ECW, Self MW, Peters JC, Possel JK, Onuki Y, Baayen JC, Idema S, Keysers C, Gazzola V.","Elife. 2022 Nov 3;11:e75197. doi: 10.7554/eLife.75197.","Soyman E","Elife","2022","2022/11/03","PMC9678359","","10.7554/eLife.75197"
"36288926","Virtual reality-based sensorimotor adaptation shapes subsequent spontaneous and naturalistic stimulus-driven brain activity","Wilf M, Dupuis C, Nardo D, Huber D, Sander S, Al-Kaar J, Haroud M, Perrin H, Fornari E, Crottaz-Herbette S, Serino A.","Cereb Cortex. 2023 Apr 25;33(9):5163-5180. doi: 10.1093/cercor/bhac407.","Wilf M","Cereb Cortex","2023","2022/10/26","PMC10152055","","10.1093/cercor/bhac407"
"36161175","Functional near-infrared spectroscopy imaging of the prefrontal cortex during a naturalistic comedy movie","Somech N, Mizrahi T, Caspi Y, Axelrod V.","Front Neurosci. 2022 Sep 8;16:913540. doi: 10.3389/fnins.2022.913540. eCollection 2022.","Somech N","Front Neurosci","2022","2022/09/26","PMC9493198","","10.3389/fnins.2022.913540"
"35840823","Classifying oscillatory brain activity associated with Indian Rasas using network metrics","Pandey P, Tripathi R, Miyapuram KP.","Brain Inform. 2022 Jul 15;9(1):15. doi: 10.1186/s40708-022-00163-7.","Pandey P","Brain Inform","2022","2022/07/15","PMC9287523","","10.1186/s40708-022-00163-7"
"35741588","Cardiac-Brain Dynamics Depend on Context Familiarity and Their Interaction Predicts Experience of Emotional Arousal","Mishra S, Srinivasan N, Tiwary US.","Brain Sci. 2022 May 29;12(6):702. doi: 10.3390/brainsci12060702.","Mishra S","Brain Sci","2022","2022/06/24","PMC9220998","","10.3390/brainsci12060702"
"35680054","Act natural: Functional connectivity from naturalistic stimuli fMRI outperforms resting-state in predicting brain activity","Gal S, Coldham Y, Tik N, Bernstein-Eliav M, Tavor I.","Neuroimage. 2022 Sep;258:119359. doi: 10.1016/j.neuroimage.2022.119359. Epub 2022 Jun 6.","Gal S","Neuroimage","2022","2022/06/09","","","10.1016/j.neuroimage.2022.119359"
"35591883","Movie Events Detecting Reveals Inter-Subject Synchrony Difference of Functional Brain Activity in Autism Spectrum Disorder","Ou W, Zeng W, Gao W, He J, Meng Y, Fang X, Nie J.","Front Comput Neurosci. 2022 May 3;16:877204. doi: 10.3389/fncom.2022.877204. eCollection 2022.","Ou W","Front Comput Neurosci","2022","2022/05/20","PMC9110681","","10.3389/fncom.2022.877204"
"35562378","A studyforrest extension, MEG recordings while watching the audio-visual movie ""Forrest Gump""","Liu X, Dai Y, Xie H, Zhen Z.","Sci Data. 2022 May 13;9(1):206. doi: 10.1038/s41597-022-01299-1.","Liu X","Sci Data","2022","2022/05/13","PMC9106652","","10.1038/s41597-022-01299-1"
"35528349","Wearable Sensors with Internet of Things (IoT) and Vocabulary-Based Acoustic Signal Processing for Monitoring Children's Health","Nagwanshi KK, Noonia A, Tiwari S, Doohan NV, Kumawat V, Ahanger TA, Amoatey ET.","Comput Intell Neurosci. 2022 Apr 28;2022:9737511. doi: 10.1155/2022/9737511. eCollection 2022.","Nagwanshi KK","Comput Intell Neurosci","2022","2022/05/09","PMC9071994","","10.1155/2022/9737511"
"35395403","Asymmetrical cross-modal influence on neural encoding of auditory and visual features in natural scenes","Yu W, Sun W, Ding N.","Neuroimage. 2022 Jul 15;255:119182. doi: 10.1016/j.neuroimage.2022.119182. Epub 2022 Apr 5.","Yu W","Neuroimage","2022","2022/04/08","","","10.1016/j.neuroimage.2022.119182"
"35370581","Infants' Hemodynamic Modulation in the Temporal Region","Tsuji Y, Kanazawa S, Yamaguchi MK.","Front Hum Neurosci. 2022 Mar 10;16:821539. doi: 10.3389/fnhum.2022.821539. eCollection 2022.","Tsuji Y","Front Hum Neurosci","2022","2022/04/04","PMC8965581","","10.3389/fnhum.2022.821539"
"35304263","Brain connectivity at rest predicts individual differences in normative activity during movie watching","Gruskin DC, Patel GH.","Neuroimage. 2022 Jun;253:119100. doi: 10.1016/j.neuroimage.2022.119100. Epub 2022 Mar 15.","Gruskin DC","Neuroimage","2022","2022/03/19","PMC9491116","NIHMS1809803","10.1016/j.neuroimage.2022.119100"
"35274789","Using child-friendly movie stimuli to study the development of face, place, and object regions from age 3 to 12 years","Kamps FS, Richardson H, Murty NAR, Kanwisher N, Saxe R.","Hum Brain Mapp. 2022 Jun 15;43(9):2782-2800. doi: 10.1002/hbm.25815. Epub 2022 Mar 11.","Kamps FS","Hum Brain Mapp","2022","2022/03/11","PMC9120553","","10.1002/hbm.25815"
"35187379","Late responses in the anterior insula reflect the cognitive component of pain: evidence of nonpain processing","Taniguchi N, Hironaga N, Mitsudo T, Tamura S, Yamaura K, Tobimatsu S.","Pain Rep. 2022 Feb 2;7(2):e984. doi: 10.1097/PR9.0000000000000984. eCollection 2022 Mar-Apr.","Taniguchi N","Pain Rep","2022","2022/02/21","PMC8812601","","10.1097/PR9.0000000000000984"
"35182553","Effects of mindset on hormonal responding, neural representations, subjective experience and intake","Franssen S, Jansen A, van den Hurk J, Adam T, Geyskens K, Roebroeck A, Roefs A.","Physiol Behav. 2022 May 15;249:113746. doi: 10.1016/j.physbeh.2022.113746. Epub 2022 Feb 16.","Franssen S","Physiol Behav","2022","2022/02/19","","","10.1016/j.physbeh.2022.113746"
"35015874","High-Order Areas and Auditory Cortex Both Represent the High-Level Event Structure of Music","Williams JA, Margulis EH, Nastase SA, Chen J, Hasson U, Norman KA, Baldassano C.","J Cogn Neurosci. 2022 Mar 5;34(4):699-714. doi: 10.1162/jocn_a_01815.","Williams JA","J Cogn Neurosci","2022","2022/01/11","PMC9169871","","10.1162/jocn_a_01815"
"34955950","The Neural Basis of Social Cognition in Typically Developing Children and Its Relationship to Social Functioning","Lincoln SH, Mukerji CM, Dodell-Feder D, Riccio A, Hooker CI.","Front Psychol. 2021 Dec 10;12:714176. doi: 10.3389/fpsyg.2021.714176. eCollection 2021.","Lincoln SH","Front Psychol","2021","2021/12/27","PMC8703015","","10.3389/fpsyg.2021.714176"
"34858157","Single-Trial MEG Data Can Be Denoised Through Cross-Subject Predictive Modeling","Ravishankar S, Toneva M, Wehbe L.","Front Comput Neurosci. 2021 Nov 11;15:737324. doi: 10.3389/fncom.2021.737324. eCollection 2021.","Ravishankar S","Front Comput Neurosci","2021","2021/12/03","PMC8632362","","10.3389/fncom.2021.737324"
"34611185","Exploring﻿ electroencephalography with a model inspired by quantum mechanics","Popiel NJM, Metrow C, Laforge G, Owen AM, Stojanoski B, Soddu A.","Sci Rep. 2021 Oct 5;11(1):19771. doi: 10.1038/s41598-021-97960-7.","Popiel NJM","Sci Rep","2021","2021/10/06","PMC8492705","","10.1038/s41598-021-97960-7"
"34558148","Effects of social and emotional context on neural activation and synchrony during movie viewing","Dziura SL, Merchant JS, Alkire D, Rashid A, Shariq D, Moraczewski D, Redcay E.","Hum Brain Mapp. 2021 Dec 15;42(18):6053-6069. doi: 10.1002/hbm.25669. Epub 2021 Sep 23.","Dziura SL","Hum Brain Mapp","2021","2021/09/24","PMC8596971","","10.1002/hbm.25669"
"34503996","Generalizable EEG Encoding Models with Naturalistic Audiovisual Stimuli","Desai M, Holder J, Villarreal C, Clark N, Hoang B, Hamilton LS.","J Neurosci. 2021 Oct 27;41(43):8946-8962. doi: 10.1523/JNEUROSCI.2891-20.2021. Epub 2021 Sep 9.","Desai M","J Neurosci","2021","2021/09/10","PMC8549533","","10.1523/JNEUROSCI.2891-20.2021"
"34454167","A Naturalistic Paradigm to Investigate Postencoding Neural Activation Patterns in Relation to Subsequent Voluntary and Intrusive Recall of Distressing Events","Visser RM, Henson RN, Holmes EA.","Biol Psychiatry Cogn Neurosci Neuroimaging. 2022 Oct;7(10):960-969. doi: 10.1016/j.bpsc.2021.08.006. Epub 2021 Aug 26.","Visser RM","Biol Psychiatry Cogn Neurosci Neuroimaging","2022","2021/08/28","","","10.1016/j.bpsc.2021.08.006"
"34435748","Time-varying measures of cerebral network centrality correlate with visual saliency during movie watching","Ogawa A.","Brain Behav. 2021 Sep;11(9):e2334. doi: 10.1002/brb3.2334. Epub 2021 Aug 26.","Ogawa A","Brain Behav","2021","2021/08/26","PMC8442596","","10.1002/brb3.2334"
"34385953","A Sound Prediction: EEG-Based Neural Synchrony Predicts Online Music Streams","Leeuwis N, Pistone D, Flick N, van Bommel T.","Front Psychol. 2021 Jul 27;12:672980. doi: 10.3389/fpsyg.2021.672980. eCollection 2021.","Leeuwis N","Front Psychol","2021","2021/08/13","PMC8354316","","10.3389/fpsyg.2021.672980"
"34170836","Investigating of Deaf Emotion Cognition Pattern By EEG and Facial Expression Combination","Yang Y, Gao Q, Song Y, Song X, Mao Z, Liu J.","IEEE J Biomed Health Inform. 2022 Feb;26(2):589-599. doi: 10.1109/JBHI.2021.3092412. Epub 2022 Feb 4.","Yang Y","IEEE J Biomed Health Inform","2022","2021/06/25","","","10.1109/JBHI.2021.3092412"
"33884953","Anticipation of temporally structured events in the brain","Lee CS, Aly M, Baldassano C.","Elife. 2021 Apr 22;10:e64972. doi: 10.7554/eLife.64972.","Lee CS","Elife","2021","2021/04/22","PMC8169103","","10.7554/eLife.64972"
"33834203","Brain Basis of Psychopathy in Criminal Offenders and General Population","Nummenmaa L, Lukkarinen L, Sun L, Putkinen V, Seppälä K, Karjalainen T, Karlsson HK, Hudson M, Venetjoki N, Salomaa M, Rautio P, Hirvonen J, Lauerma H, Tiihonen J.","Cereb Cortex. 2021 Jul 29;31(9):4104-4114. doi: 10.1093/cercor/bhab072.","Nummenmaa L","Cereb Cortex","2021","2021/04/09","PMC8328218","","10.1093/cercor/bhab072"
"33732435","A studyforrest extension, an annotation of spoken language in the German dubbed movie ""Forrest Gump"" and its audio-description","Häusler CO, Hanke M.","F1000Res. 2021 Jan 28;10:54. doi: 10.12688/f1000research.27621.1. eCollection 2021.","Häusler CO","F1000Res","2021","2021/03/18","PMC7921887","","10.12688/f1000research.27621.1"
"33460185","Spectrally resolved EEG intersubject correlation reveals distinct cortical oscillatory patterns during free-viewing of affective scenes","Maffei A.","Psychophysiology. 2020 Nov;57(11):e13652. doi: 10.1111/psyp.13652. Epub 2020 Jul 31.","Maffei A","Psychophysiology","2020","2021/01/18","","","10.1111/psyp.13652"
"33438089","Native non-prototypicality in vowel perception induces prominent neuromagnetic mismatch intensities in non-native speakers: a pilot study","Kubota M, Matsuzaki J, Dan I, Dan H, Zouridakis G.","Exp Brain Res. 2021 Mar;239(3):937-953. doi: 10.1007/s00221-020-05996-4. Epub 2021 Jan 12.","Kubota M","Exp Brain Res","2021","2021/01/13","","","10.1007/s00221-020-05996-4"
"33418528","Presurgical brain mapping of the language network in pediatric patients with epilepsy using resting-state fMRI","Pur DR, Eagleson R, Lo M, Jurkiewicz MT, Andrade A, de Ribaupierre S.","J Neurosurg Pediatr. 2021 Jan 8;27(3):259-268. doi: 10.3171/2020.8.PEDS20517.","Pur DR","J Neurosurg Pediatr","2021","2021/01/08","","","10.3171/2020.8.PEDS20517"
"33395966","Individualized assessment of residual cognition in patients with disorders of consciousness","Laforge G, Gonzalez-Lara LE, Owen AM, Stojanoski B.","Neuroimage Clin. 2020;28:102472. doi: 10.1016/j.nicl.2020.102472. Epub 2020 Oct 20.","Laforge G","Neuroimage Clin","2020","2021/01/05","PMC7652775","","10.1016/j.nicl.2020.102472"
"33367590","Decoding Music-Evoked Emotions in the Auditory and Motor Cortex","Putkinen V, Nazari-Farsani S, Seppälä K, Karjalainen T, Sun L, Karlsson HK, Hudson M, Heikkilä TT, Hirvonen J, Nummenmaa L.","Cereb Cortex. 2021 Mar 31;31(5):2549-2560. doi: 10.1093/cercor/bhaa373.","Putkinen V","Cereb Cortex","2021","2020/12/28","","","10.1093/cercor/bhaa373"
"33251511","Intersubject Spatial Pattern Correlations During Movie Viewing Are Stimulus-Driven and Nonuniform Across the Cortex","Zhang A, Farivar R.","Cereb Cortex Commun. 2020;1(1):tgaa076. doi: 10.1093/texcom/tgaa076. Epub 2020 Oct 23.","Zhang A","Cereb Cortex Commun","2020","2020/11/30","PMC7679429","","10.1093/texcom/tgaa076"
"33229530","Aging and the encoding of changes in events: The role of neural activity pattern reinstatement","Stawarczyk D, Wahlheim CN, Etzel JA, Snyder AZ, Zacks JM.","Proc Natl Acad Sci U S A. 2020 Nov 24;117(47):29346-29353. doi: 10.1073/pnas.1918063117.","Stawarczyk D","Proc Natl Acad Sci U S A","2020","2020/11/24","PMC7703536","","10.1073/pnas.1918063117"
"33177526","An fMRI dataset in response to ""The Grand Budapest Hotel"", a socially-rich, naturalistic movie","Visconti di Oleggio Castello M, Chauhan V, Jiahui G, Gobbini MI.","Sci Data. 2020 Nov 11;7(1):383. doi: 10.1038/s41597-020-00735-4.","Visconti di Oleggio Castello M","Sci Data","2020","2020/11/12","PMC7658985","","10.1038/s41597-020-00735-4"
"33147510","Characterizing Inscapes and resting-state in MEG: Effects in typical and atypical development","Vandewouw MM, Dunkley BT, Lerch JP, Anagnostou E, Taylor MJ.","Neuroimage. 2021 Jan 15;225:117524. doi: 10.1016/j.neuroimage.2020.117524. Epub 2020 Nov 2.","Vandewouw MM","Neuroimage","2021","2020/11/04","","","10.1016/j.neuroimage.2020.117524"
"33020473","Movie viewing elicits rich and reliable brain state dynamics","Meer JNV, Breakspear M, Chang LJ, Sonkusare S, Cocchi L.","Nat Commun. 2020 Oct 5;11(1):5004. doi: 10.1038/s41467-020-18717-w.","Meer JNV","Nat Commun","2020","2020/10/06","PMC7536385","","10.1038/s41467-020-18717-w"
"33017964","Inter-subject correlations during natural viewing: A filter-bank approach","Gait A, Duisenbinov V, Lee MH, Biesmann F, Fazli S.","Annu Int Conf IEEE Eng Med Biol Soc. 2020 Jul;2020:200-203. doi: 10.1109/EMBC44109.2020.9176083.","Gait A","Annu Int Conf IEEE Eng Med Biol Soc","2020","2020/10/06","","","10.1109/EMBC44109.2020.9176083"
"32965760","Reminders activate the prefrontal-medial temporal cortex and attenuate forgetting of event memory","Sekeres MJ, Moscovitch M, Winocur G, Pishdadian S, Nichol D, Grady CL.","Hippocampus. 2021 Jan;31(1):28-45. doi: 10.1002/hipo.23260. Epub 2020 Sep 23.","Sekeres MJ","Hippocampus","2021","2020/09/23","","","10.1002/hipo.23260"
"32945889","Local syntactic violations evoke fast mismatch-related neural activity detected by optical neuroimaging","Kubota M, Pollonini L, Zouridakis G.","Exp Brain Res. 2020 Nov;238(11):2665-2684. doi: 10.1007/s00221-020-05922-8. Epub 2020 Sep 18.","Kubota M","Exp Brain Res","2020","2020/09/18","","","10.1007/s00221-020-05922-8"
"32931944","Modeling an auditory stimulated brain under altered states of consciousness using the generalized Ising model","Kandeepan S, Rudas J, Gomez F, Stojanoski B, Valluri S, Owen AM, Naci L, Nichols ES, Soddu A.","Neuroimage. 2020 Dec;223:117367. doi: 10.1016/j.neuroimage.2020.117367. Epub 2020 Sep 12.","Kandeepan S","Neuroimage","2020","2020/09/15","","","10.1016/j.neuroimage.2020.117367"
"32772475","In Utero Exposure to Maternal Overweight or Obesity is Associated with Altered Offspring Brain Function in Middle Childhood","Shapiro ALB, Moore BF, Sutton B, Wilkening G, Stence N, Dabelea D, Tregellas JR.","Obesity (Silver Spring). 2020 Sep;28(9):1718-1725. doi: 10.1002/oby.22908. Epub 2020 Aug 8.","Shapiro ALB","Obesity (Silver Spring)","2020","2020/08/11","PMC7483843","NIHMS1596160","10.1002/oby.22908"
"32769969","Aging alters neural activity at event boundaries in the hippocampus and Posterior Medial network","Reagh ZM, Delarazan AI, Garber A, Ranganath C.","Nat Commun. 2020 Aug 7;11(1):3980. doi: 10.1038/s41467-020-17713-4.","Reagh ZM","Nat Commun","2020","2020/08/10","PMC7414222","","10.1038/s41467-020-17713-4"
"32655710","Investigating time-varying functional connectivity derived from the Jackknife Correlation method for distinguishing between emotions in fMRI data","Ghahari S, Farahani N, Fatemizadeh E, Motie Nasrabadi A.","Cogn Neurodyn. 2020 Aug;14(4):457-471. doi: 10.1007/s11571-020-09579-5. Epub 2020 Mar 29.","Ghahari S","Cogn Neurodyn","2020","2020/07/14","PMC7334332","","10.1007/s11571-020-09579-5"
"32598998","Subjective reward value of visual sexual stimuli is coded in human striatum and orbitofrontal cortex","Klein S, Kruse O, Markert C, Tapia León I, Strahler J, Stark R.","Behav Brain Res. 2020 Sep 1;393:112792. doi: 10.1016/j.bbr.2020.112792. Epub 2020 Jun 27.","Klein S","Behav Brain Res","2020","2020/06/30","","","10.1016/j.bbr.2020.112792"
"32413154","Estimating and inferring the maximum degree of stimulus-locked time-varying brain connectivity networks","Tan KM, Lu J, Zhang T, Liu H.","Biometrics. 2021 Jun;77(2):379-390. doi: 10.1111/biom.13297. Epub 2020 Jun 2.","Tan KM","Biometrics","2021","2020/05/16","PMC10473899","NIHMS1927768","10.1111/biom.13297"
"32376301","Towards clinical applications of movie fMRI","Eickhoff SB, Milham M, Vanderwal T.","Neuroimage. 2020 Aug 15;217:116860. doi: 10.1016/j.neuroimage.2020.116860. Epub 2020 May 4.","Eickhoff SB","Neuroimage","2020","2020/05/08","","","10.1016/j.neuroimage.2020.116860"
"32276065","Idiosynchrony: From shared responses to individual differences during naturalistic neuroimaging","Finn ES, Glerean E, Khojandi AY, Nielson D, Molfese PJ, Handwerker DA, Bandettini PA.","Neuroimage. 2020 Jul 15;215:116828. doi: 10.1016/j.neuroimage.2020.116828. Epub 2020 Apr 7.","Finn ES","Neuroimage","2020","2020/04/11","PMC7298885","NIHMS1585696","10.1016/j.neuroimage.2020.116828"
"32227094","Social perspective-taking shapes brain hemodynamic activity and eye movements during movie viewing","Bacha-Trams M, Ryyppö E, Glerean E, Sams M, Jääskeläinen IP.","Soc Cogn Affect Neurosci. 2020 May 11;15(2):175-191. doi: 10.1093/scan/nsaa033.","Bacha-Trams M","Soc Cogn Affect Neurosci","2020","2020/04/01","PMC7304509","","10.1093/scan/nsaa033"
"32194085","Representation of viewed and recalled film clips in patterns of brain activity in a person with developmental amnesia","St-Laurent M, Rosenbaum RS, Olsen RK, Buchsbaum BR.","Neuropsychologia. 2020 May;142:107436. doi: 10.1016/j.neuropsychologia.2020.107436. Epub 2020 Mar 16.","St-Laurent M","Neuropsychologia","2020","2020/03/21","","","10.1016/j.neuropsychologia.2020.107436"
"32057113","Objective assessment of automatic language comprehension mechanisms in the brain: Novel E/MEG paradigm","Hyder R, Højlund A, Jensen M, Østergaard K, Shtyrov Y.","Psychophysiology. 2020 May;57(5):e13543. doi: 10.1111/psyp.13543. Epub 2020 Feb 14.","Hyder R","Psychophysiology","2020","2020/02/15","","","10.1111/psyp.13543"
"31996453","Context-Dependent Coding of Temporal Distance Between Cinematic Events in the Human Precuneus","Foudil SA, Kwok SC, Macaluso E.","J Neurosci. 2020 Mar 4;40(10):2129-2138. doi: 10.1523/JNEUROSCI.2296-19.2020. Epub 2020 Jan 29.","Foudil SA","J Neurosci","2020","2020/01/31","PMC7055131","","10.1523/JNEUROSCI.2296-19.2020"
"31958582","Four-dimensional map of direct effective connectivity from posterior visual areas","Sugiura A, Silverstein BH, Jeong JW, Nakai Y, Sonoda M, Motoi H, Asano E.","Neuroimage. 2020 Apr 15;210:116548. doi: 10.1016/j.neuroimage.2020.116548. Epub 2020 Jan 17.","Sugiura A","Neuroimage","2020","2020/01/21","PMC7054169","NIHMS1552223","10.1016/j.neuroimage.2020.116548"
"31926280","Dissociable neural systems for unconditioned acute and sustained fear","Hudson M, Seppälä K, Putkinen V, Sun L, Glerean E, Karjalainen T, Karlsson HK, Hirvonen J, Nummenmaa L.","Neuroimage. 2020 Aug 1;216:116522. doi: 10.1016/j.neuroimage.2020.116522. Epub 2020 Jan 8.","Hudson M","Neuroimage","2020","2020/01/12","","","10.1016/j.neuroimage.2020.116522"
"31923604","Following Forrest Gump: Smooth pursuit related brain activation during free movie viewing","Agtzidis I, Meyhöfer I, Dorr M, Lencer R.","Neuroimage. 2020 Aug 1;216:116491. doi: 10.1016/j.neuroimage.2019.116491. Epub 2020 Jan 7.","Agtzidis I","Neuroimage","2020","2020/01/11","","","10.1016/j.neuroimage.2019.116491"
"31866846","Functional Connectivity Between Motor and Mid-Frontal Areas During Vicarious Reward Revealed via EEG Time-Frequency Analysis","Inomata T, Zama T, Shimada S.","Front Hum Neurosci. 2019 Dec 4;13:428. doi: 10.3389/fnhum.2019.00428. eCollection 2019.","Inomata T","Front Hum Neurosci","2019","2019/12/24","PMC6904336","","10.3389/fnhum.2019.00428"
"31804504","Emotionotopy in the human right temporo-parietal cortex","Lettieri G, Handjaras G, Ricciardi E, Leo A, Papale P, Betta M, Pietrini P, Cecchetti L.","Nat Commun. 2019 Dec 5;10(1):5568. doi: 10.1038/s41467-019-13599-z.","Lettieri G","Nat Commun","2019","2019/12/06","PMC6895053","","10.1038/s41467-019-13599-z"
"31770637","Social cognition in context: A naturalistic imaging approach","Redcay E, Moraczewski D.","Neuroimage. 2020 Aug 1;216:116392. doi: 10.1016/j.neuroimage.2019.116392. Epub 2019 Nov 23.","Redcay E","Neuroimage","2020","2019/11/27","PMC7244370","NIHMS1066549","10.1016/j.neuroimage.2019.116392"
"31607841","Effect of Task and Attention on Neural Tracking of Speech","Vanthornhout J, Decruy L, Francart T.","Front Neurosci. 2019 Sep 16;13:977. doi: 10.3389/fnins.2019.00977. eCollection 2019.","Vanthornhout J","Front Neurosci","2019","2019/10/15","PMC6756133","","10.3389/fnins.2019.00977"
"31585315","Transfer learning of deep neural network representations for fMRI decoding","Svanera M, Savardi M, Benini S, Signoroni A, Raz G, Hendler T, Muckli L, Goebel R, Valente G.","J Neurosci Methods. 2019 Dec 1;328:108319. doi: 10.1016/j.jneumeth.2019.108319. Epub 2019 Oct 1.","Svanera M","J Neurosci Methods","2019","2019/10/05","","","10.1016/j.jneumeth.2019.108319"
"31568871","Individualized psychiatric imaging based on inter-subject neural synchronization in movie watching","Yang Z, Wu J, Xu L, Deng Z, Tang Y, Gao J, Hu Y, Zhang Y, Qin S, Li C, Wang J.","Neuroimage. 2020 Aug 1;216:116227. doi: 10.1016/j.neuroimage.2019.116227. Epub 2019 Sep 27.","Yang Z","Neuroimage","2020","2019/10/01","","","10.1016/j.neuroimage.2019.116227"
"31484998","Reduced synchronized brain activity in schizophrenia during viewing of comedy movies","Tu PC, Su TP, Lin WC, Chang WC, Bai YM, Li CT, Lin FH.","Sci Rep. 2019 Sep 4;9(1):12738. doi: 10.1038/s41598-019-48957-w.","Tu PC","Sci Rep","2019","2019/09/06","PMC6726596","","10.1038/s41598-019-48957-w"
"31362048","Quantifying the individual auditory and visual brain response in 7-month-old infants watching a brief cartoon movie","Jessen S, Fiedler L, Münte TF, Obleser J.","Neuroimage. 2019 Nov 15;202:116060. doi: 10.1016/j.neuroimage.2019.116060. Epub 2019 Jul 27.","Jessen S","Neuroimage","2019","2019/07/31","","","10.1016/j.neuroimage.2019.116060"
"30958480","Dynamic Inter-subject Functional Connectivity Reveals Moment-to-Moment Brain Network Configurations Driven by Continuous or Communication Paradigms","Bolton TAW, Jochaut D, Giraud AL, Van De Ville D.","J Vis Exp. 2019 Mar 21;(145). doi: 10.3791/59083.","Bolton TAW","J Vis Exp","2019","2019/04/09","","","10.3791/59083"
"30920889","Central nervous system signatures of affect in asthma: associations with emotion-induced bronchoconstriction, airway inflammation, and asthma control","Ritz T, Kroll JL, Patel SV, Chen JR, Yezhuvath US, Aslan S, Khan DA, Pinkham AE, Rosenfield D, Brown ES.","J Appl Physiol (1985). 2019 Jun 1;126(6):1725-1736. doi: 10.1152/japplphysiol.01018.2018. Epub 2019 Mar 28.","Ritz T","J Appl Physiol (1985)","2019","2019/03/29","","","10.1152/japplphysiol.01018.2018"
"30883290","Medial Orbitofrontal Cortex, Dorsolateral Prefrontal Cortex, and Hippocampus Differentially Represent the Event Saliency","Jafarpour A, Griffin S, Lin JJ, Knight RT.","J Cogn Neurosci. 2019 Jun;31(6):874-884. doi: 10.1162/jocn_a_01392. Epub 2019 Mar 18.","Jafarpour A","J Cogn Neurosci","2019","2019/03/19","PMC6941931","NIHMS1063265","10.1162/jocn_a_01392"
"30475982","Opioidergic Regulation of Emotional Arousal: A Combined PET-fMRI Study","Karjalainen T, Seppälä K, Glerean E, Karlsson HK, Lahnakoski JM, Nuutila P, Jääskeläinen IP, Hari R, Sams M, Nummenmaa L.","Cereb Cortex. 2019 Aug 14;29(9):4006-4016. doi: 10.1093/cercor/bhy281.","Karjalainen T","Cereb Cortex","2019","2018/11/27","","","10.1093/cercor/bhy281"
"30418656","A drama movie activates brains of holistic and analytical thinkers differentially","Bacha-Trams M, Alexandrov YI, Broman E, Glerean E, Kauppila M, Kauttonen J, Ryyppö E, Sams M, Jääskeläinen IP.","Soc Cogn Affect Neurosci. 2018 Dec 4;13(12):1293-1304. doi: 10.1093/scan/nsy099.","Bacha-Trams M","Soc Cogn Affect Neurosci","2018","2018/11/13","PMC6277741","","10.1093/scan/nsy099"
"30243125","Age-related differences in information processing during movie watching","Geerligs L; Cam-CAN; Campbell KL.","Neurobiol Aging. 2018 Dec;72:106-120. doi: 10.1016/j.neurobiolaging.2018.07.025. Epub 2018 Aug 4.","Geerligs L","Neurobiol Aging","2018","2018/09/23","","","10.1016/j.neurobiolaging.2018.07.025"
"30022121","Motion cues modulate responses to emotion in movies","Dayan E, Barliya A, de Gelder B, Hendler T, Malach R, Flash T.","Sci Rep. 2018 Jul 18;8(1):10881. doi: 10.1038/s41598-018-29111-4.","Dayan E","Sci Rep","2018","2018/07/20","PMC6052113","","10.1038/s41598-018-29111-4"
"29997565","Do Patients Thought to Lack Consciousness Retain the Capacity for Internal as Well as External Awareness?","Haugg A, Cusack R, Gonzalez-Lara LE, Sorger B, Owen AM, Naci L.","Front Neurol. 2018 Jun 27;9:492. doi: 10.3389/fneur.2018.00492. eCollection 2018.","Haugg A","Front Neurol","2018","2018/07/13","PMC6030833","","10.3389/fneur.2018.00492"
"29795119","Asymmetric hemisphere activation in tenderness: evidence from EEG signals","Zhao G, Zhang Y, Ge Y, Zheng Y, Sun X, Zhang K.","Sci Rep. 2018 May 23;8(1):8029. doi: 10.1038/s41598-018-26133-w.","Zhao G","Sci Rep","2018","2018/05/26","PMC5966511","","10.1038/s41598-018-26133-w"
